coco/AP,coco/AP .5,coco/AP .75,coco/AP (M),coco/AP (L),coco/AR,coco/AR .5,coco/AR .75,coco/AR (M),coco/AR (L),PCK,AUC,NME,data_time,time,step
0.0004243281471004243,0.004243281471004243,0.0,-1.0,0.0004243281471004243,0.0023809523809523807,0.023809523809523808,0.0,-1.0,0.0023809523809523807,0.2879818594104308,0.006292517006802722,0.2674087040008061,1.2443530559539795,1.339820106824239,10.0
0.03525831061367007,0.21315731573157318,0.0,-1.0,0.03525831061367007,0.07857142857142857,0.38095238095238093,0.0,-1.0,0.07857142857142857,0.5204081632653063,0.015532879818594105,0.1233650778426605,1.0355638776506697,1.1195781912122453,20.0
0.042690383049293935,0.19138213271876636,0.0,-1.0,0.042690383049293935,0.054761904761904755,0.23809523809523808,0.0,-1.0,0.054761904761904755,0.40362811791383213,0.015192743764172338,0.1484593674709467,1.0161800725119454,1.0866635526929582,30.0
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0499911838107638,1.0210904393877303,1.0889296531677246,40.0
0.43094943466337293,0.9674681753889676,0.15713718255114636,-1.0,0.43094943466337293,0.4809523809523809,0.9761904761904762,0.3333333333333333,-1.0,0.4809523809523809,0.8469387755102042,0.0435374149659864,0.0677928448804652,1.0231517383030482,1.097978217261178,50.0
0.10655947507110797,0.3815943132774816,0.01485148514851485,-1.0,0.10655947507110797,0.11904761904761907,0.40476190476190477,0.023809523809523808,-1.0,0.11904761904761907,0.4410430839002268,0.016666666666666666,0.291516085600907,1.0641462462288993,1.1139908177512032,60.0
0.41976543429272334,0.942912148357693,0.2236549443286421,-1.0,0.41976543429272334,0.480952380952381,0.9523809523809523,0.40476190476190477,-1.0,0.480952380952381,0.8503401360544218,0.04977324263038549,0.06708945276515554,1.0490459033421107,1.1207349300384521,70.0
0.590317328085517,1.0,0.6888918694825147,-1.0,0.590317328085517,0.6285714285714284,1.0,0.7857142857142857,-1.0,0.6285714285714284,0.9353741496598638,0.06326530612244899,0.05520682648466287,1.0475495202200753,1.1182093960898263,80.0
0.3639862035675277,1.0,0.16816744832377978,-1.0,0.3639862035675277,0.41428571428571426,1.0,0.2857142857142857,-1.0,0.41428571428571426,0.8027210884353742,0.047448979591836735,0.07217733768108481,1.043175799506051,1.1158434322902135,90.0
0.315441725048904,0.8012377482092101,0.205621192371338,-1.0,0.315441725048904,0.34523809523809523,0.8333333333333334,0.23809523809523808,-1.0,0.34523809523809523,0.7233560090702947,0.036848072562358274,0.0828382963496271,1.0609071254730225,1.1300155094691686,100.0
0.5810430750917791,1.0,0.6414646320815692,-1.0,0.5810430750917791,0.6166666666666666,1.0,0.7142857142857143,-1.0,0.6166666666666666,0.9206349206349206,0.06009070294784581,0.05594797631780577,1.0599423476627894,1.1340271064213343,110.0
0.5270827504955268,1.0,0.42784894358860576,-1.0,0.5270827504955268,0.5976190476190476,1.0,0.6190476190476191,-1.0,0.5976190476190476,0.9115646258503401,0.07142857142857142,0.05669164333213754,1.0472004754202706,1.120535169328962,120.0
0.4872078908819009,1.0,0.3740929183416079,-1.0,0.4872078908819009,0.5238095238095237,1.0,0.4523809523809524,-1.0,0.5238095238095237,0.8639455782312925,0.06797052154195012,0.0640093053008964,1.0460214955466134,1.110152040209089,130.0
0.4420263533503006,0.9702970297029703,0.35932126869519376,-1.0,0.4420263533503006,0.47619047619047616,0.9761904761904762,0.4523809523809524,-1.0,0.47619047619047616,0.8412698412698412,0.047562358276643985,0.0681508079407707,1.0468149866376604,1.1202387128557478,140.0
0.6166013436474296,1.0,0.6560521080743583,-1.0,0.6166013436474296,0.6595238095238095,1.0,0.7380952380952381,-1.0,0.6595238095238095,0.927437641723356,0.08236961451247167,0.05240427825996935,1.0588699749537878,1.1252049377986364,150.0
0.6363211933177241,1.0,0.753928964325004,-1.0,0.6363211933177241,0.6785714285714286,1.0,0.8095238095238095,-1.0,0.6785714285714286,0.9331065759637188,0.09126984126984126,0.04984454286882396,1.0419166428702218,1.1160522188459123,160.0
0.4057213079777682,0.8452165650001533,0.2887557663329358,-1.0,0.4057213079777682,0.43809523809523804,0.8571428571428571,0.35714285714285715,-1.0,0.43809523809523804,0.7879818594104306,0.0485827664399093,0.07580146011041135,1.0356271948133196,1.109893730708531,170.0
0.6970924991035223,1.0,0.8663378321128125,-1.0,0.6970924991035223,0.7261904761904762,1.0,0.8809523809523809,-1.0,0.7261904761904762,0.9580498866213151,0.09399092970521541,0.047046704627489014,1.0413342884608678,1.1171557562691825,180.0
0.7087767590847255,1.0,0.942149929278642,-1.0,0.7087767590847255,0.7404761904761904,1.0,0.9523809523809523,-1.0,0.7404761904761904,0.9648526077097505,0.1056122448979592,0.044688170729310604,1.0465681552886963,1.1126718521118164,190.0
0.6709723844908971,1.0,0.8994106553512493,-1.0,0.6709723844908971,0.7047619047619048,1.0,0.9285714285714286,-1.0,0.7047619047619048,0.9614512471655329,0.10164399092970525,0.04737574605444391,1.0451038224356515,1.1187615735190255,200.0
0.7049001315763046,1.0,0.9681753889674684,-1.0,0.7049001315763046,0.738095238095238,1.0,0.9761904761904762,-1.0,0.738095238095238,0.9580498866213151,0.10413832199546486,0.045793970155607815,1.0346737248556954,1.1141176223754883,210.0
0.6934704971296225,1.0,0.9076413564701418,-1.0,0.6934704971296225,0.7404761904761904,1.0,0.9285714285714286,-1.0,0.7404761904761904,0.9603174603174602,0.11695011337868481,0.04382049145341731,1.0427568299429757,1.1277021680559431,220.0
0.7282928311001274,1.0,0.9463897609273123,-1.0,0.7282928311001274,0.7666666666666666,1.0,0.9523809523809523,-1.0,0.7666666666666666,0.9727891156462585,0.1221655328798186,0.041896863318895264,1.0335876601082938,1.1065083571842738,230.0
0.6982927484268088,1.0,0.9084865629420085,-1.0,0.6982927484268088,0.7428571428571428,1.0,0.9285714285714286,-1.0,0.7428571428571428,0.9693877551020409,0.09977324263038548,0.044630954595379815,1.019979476928711,1.0899651731763567,240.0
0.7298201628907961,1.0,0.944216372856798,-1.0,0.7298201628907961,0.7714285714285714,1.0,0.9523809523809523,-1.0,0.7714285714285714,0.968253968253968,0.12426303854875283,0.04109273638044085,1.0322976452963692,1.116142988204956,250.0
0.7257981726804787,1.0,0.9090799323834822,-1.0,0.7257981726804787,0.7761904761904761,1.0,0.9285714285714286,-1.0,0.7761904761904761,0.9750566893424035,0.13486394557823128,0.04058210757854574,1.0727154186793737,1.144886084965297,260.0
0.7321146136635331,1.0,0.9418014972228932,-1.0,0.7321146136635331,0.7785714285714287,1.0,0.9523809523809523,-1.0,0.7785714285714287,0.9705215419501132,0.13939909297052155,0.0400965121868246,1.0796524115971156,1.1490962505340576,270.0
0.7336676965178536,1.0,0.9422844723496742,-1.0,0.7336676965178536,0.7833333333333334,1.0,0.9523809523809523,-1.0,0.7833333333333334,0.9750566893424035,0.13458049886621315,0.03986188235466713,1.0436771256583077,1.1151265076228551,280.0
0.7301638130420323,1.0,0.9418014972228932,-1.0,0.7301638130420323,0.7785714285714286,1.0,0.9523809523809523,-1.0,0.7785714285714286,0.9750566893424035,0.14285714285714282,0.03991348024398562,1.0405306816101074,1.117689541407994,290.0
0.7328208965529359,1.0,0.9413185220961122,-1.0,0.7328208965529359,0.7833333333333333,1.0,0.9523809523809523,-1.0,0.7833333333333333,0.9727891156462585,0.13758503401360545,0.03989980442453674,1.0399726458958216,1.1125260080610002,300.0
